date,wind speed,wind direction,temperature,humidity,atmospheric pressure,OT
2021/1/1 0:00,13.19,36.86,0.17,32.28,973.65,73.4946
2021/1/1 0:15,12.89,36.91,0.23,32.24,973.51,73.1931
2021/1/1 0:30,13.32,36.99,0.28,32.18,973.34,73.5951
2021/1/1 0:45,13.3,37.07,0.34,32.12,973.18,70.5468
2021/1/1 1:00,13.13,37.15,0.39,32.06,973.01,70.5803
2021/1/1 1:15,12.63,37.23,0.43,31.97,972.94,69.7763
2021/1/1 1:30,12.4,37.3,0.47,31.88,972.9,64.4501
2021/1/1 1:45,11.99,37.38,0.51,31.78,972.85,62.3733
2021/1/1 2:00,12.11,37.45,0.55,31.69,972.81,68.3024
2021/1/1 2:15,12.02,37.62,0.59,31.61,972.77,68.0344
2021/1/1 2:30,11.65,37.8,0.62,31.54,972.74,60.6649
2021/1/1 2:45,11.61,37.99,0.65,31.47,972.7,61.4353
2021/1/1 3:00,11.18,38.18,0.68,31.4,972.67,62.4738
2021/1/1 3:15,11.39,38.26,0.7,31.31,972.54,64.0817
2021/1/1 3:30,11.61,38.31,0.72,31.22,972.4,65.5556
2021/1/1 3:45,12.06,38.37,0.74,31.12,972.26,66.5605
2021/1/1 4:00,12.55,38.42,0.76,31.03,972.12,71.7192
2021/1/1 4:15,12.4,38.33,0.77,30.9,972.03,69.6423
2021/1/1 4:30,12.24,38.21,0.79,30.76,971.94,67.2305
2021/1/1 4:45,12.08,38.08,0.81,30.62,971.86,70.6473
2021/1/1 5:00,11.94,37.96,0.83,30.48,971.77,67.8335
2021/1/1 5:15,12.14,37.77,0.84,30.31,971.75,67.398
2021/1/1 5:30,12.09,37.57,0.86,30.13,971.75,64.9526
2021/1/1 5:45,12.28,37.37,0.87,29.94,971.74,65.9911
2021/1/1 6:00,11.86,37.18,0.89,29.76,971.73,64.1822
2021/1/1 6:15,11.69,36.97,0.89,29.55,971.87,66.8955
2021/1/1 6:30,11.22,36.75,0.89,29.34,972.03,64.3497
2021/1/1 6:45,10.48,36.54,0.9,29.13,972.2,58.1525
2021/1/1 7:00,9.85,36.34,0.9,28.92,972.36,58.722
2021/1/1 7:15,9.69,40.57,0.44,37.65,971.71,57.5161
2021/1/1 7:30,9.42,42.47,0.18,41.19,971.47,49.4095
2021/1/1 7:45,9.58,42.5,0.08,40.85,971.52,48.5051
2021/1/1 8:00,9.58,42.53,-0.98,40.52,971.57,53.4293
2021/1/1 8:15,9.44,42.94,-0.51,39.05,971.52,49.979
2021/1/1 8:30,8.87,43.45,0.02,37.35,971.45,42.04
2021/1/1 8:45,7.66,43.98,0.56,35.66,971.37,30.4162
2021/1/1 9:00,6.91,44.54,1.09,33.96,971.3,26.0279
2021/1/1 9:15,6.92,44.1,1.67,32.66,971.34,23.6496
2021/1/1 9:30,6.63,43.41,2.26,31.42,971.41,21.0367
2021/1/1 9:45,6.32,42.69,2.84,30.18,971.47,18.6584
2021/1/1 10:00,6.65,41.9,3.43,28.95,971.54,19.3283
2021/1/1 10:15,6.36,41.65,3.99,28.21,971.61,15.7776
2021/1/1 10:30,6.54,41.51,4.53,27.58,971.68,19.0939
2021/1/1 10:45,6.96,41.36,5.08,26.95,971.75,22.2762
2021/1/1 11:00,6.99,41.2,5.63,26.32,971.82,20.5343
2021/1/1 11:15,6.48,41.08,6.05,26.03,971.78,10.4514
2021/1/1 11:30,5.72,40.96,6.45,25.82,971.72,7.73804
2021/1/1 11:45,5.5,40.84,6.85,25.6,971.66,5.92915
2021/1/1 12:00,4.94,40.72,7.25,25.39,971.6,4.62272
2021/1/1 12:15,4.62,41.16,7.55,25.26,971.26,2.81383
2021/1/1 12:30,4.36,41.7,7.82,25.16,970.87,1.10543
2021/1/1 12:45,3.73,42.22,8.09,25.06,970.48,0.736956
2021/1/1 13:00,3.71,42.72,8.36,24.96,970.09,0.468972
2021/1/1 13:15,3.72,43.21,8.52,24.94,969.82,0.937944
2021/1/1 13:30,3.99,43.68,8.67,24.93,969.57,0.16749
2021/1/1 13:45,4.24,44.14,8.81,24.93,969.32,2.51235
2021/1/1 14:00,5.11,44.6,8.96,24.92,969.07,5.19219
2021/1/1 14:15,5.08,44.98,9.03,25.01,968.95,6.86709
2021/1/1 14:30,5.4,45.34,9.09,25.11,968.85,5.25919
2021/1/1 14:45,4.58,45.69,9.14,25.22,968.75,3.51729
2021/1/1 15:00,4.66,46.03,9.2,25.32,968.65,4.65622
2021/1/1 15:15,4.72,45.95,9.14,25.55,968.59,3.18231
2021/1/1 15:30,5.04,45.8,9.05,25.8,968.55,4.35474
2021/1/1 15:45,5.3,45.66,8.96,26.06,968.5,5.66116
2021/1/1 16:00,5.2,45.51,8.87,26.31,968.46,6.23063
2021/1/1 16:15,5.25,45.26,8.61,26.97,968.42,5.19219
2021/1/1 16:30,4.97,44.99,8.31,27.71,968.38,5.19219
2021/1/1 16:45,5.22,44.72,8,28.45,968.34,6.46511
2021/1/1 17:00,5.36,44.47,7.71,29.16,968.3,7.70454
2021/1/1 17:15,6.21,45.29,6.96,30.55,968.33,12.2938
2021/1/1 17:30,6.66,46.24,6.13,32.05,968.38,16.079
2021/1/1 17:45,7.16,47.1,5.3,33.54,968.42,23.4486
2021/1/1 18:00,8.21,47.88,4.48,35.03,968.47,32.3591
2021/1/1 18:15,8.53,48.12,4.17,34.99,968.67,40.7336
2021/1/1 18:30,8.83,48.25,3.96,34.64,968.91,47.5002
2021/1/1 18:45,9.03,48.39,3.76,34.29,969.14,47.9356
2021/1/1 19:00,8.91,48.52,3.55,33.94,969.37,53.6973
2021/1/1 19:15,9.44,47.85,3.34,33.87,969.45,56.2096
2021/1/1 19:30,10.01,47.03,3.12,33.86,969.51,64.1822
2021/1/1 19:45,10.54,46.2,2.9,33.85,969.56,71.9537
2021/1/1 20:00,10.72,45.36,2.69,33.84,969.61,69.9438
2021/1/1 20:15,10.85,44.98,2.53,33.94,969.62,71.7527
2021/1/1 20:30,11.25,44.69,2.38,34.07,969.61,74.935
2021/1/1 20:45,11.61,44.39,2.23,34.19,969.61,75.3035
2021/1/1 21:00,12,44.09,2.08,34.32,969.6,77.2129
2021/1/1 21:15,12.1,43.9,1.98,34.55,969.67,76.3419
2021/1/1 21:30,12.22,43.73,1.89,34.79,969.75,80.0267
2021/1/1 21:45,12.11,43.55,1.8,35.04,969.83,77.3804
2021/1/1 22:00,12.25,43.37,1.71,35.29,969.91,76.8779
2021/1/1 22:15,12.31,43.52,1.63,35.63,970.03,74.0641
2021/1/1 22:30,12.17,43.74,1.56,35.98,970.17,77.2129
2021/1/1 22:45,11.87,43.96,1.49,36.34,970.31,76.1075
2021/1/1 23:00,11.93,44.19,1.42,36.69,970.45,79.3233
2021/1/1 23:15,12.42,43.89,1.37,37.07,970.48,80.9647
2021/1/1 23:30,13.06,43.49,1.32,37.46,970.5,81.6346
2021/1/1 23:45,13.35,43.09,1.27,37.84,970.51,83.1085
2021/1/2 0:00,13,42.69,1.22,38.23,970.53,78.6198
2021/1/2 0:15,12.91,42.17,1.16,38.75,970.39,77.6484
2021/1/2 0:30,13.33,41.61,1.1,39.31,970.21,81.4001
2021/1/2 0:45,13.1,41.06,1.05,39.87,970.04,83.276
2021/1/2 1:00,12.83,40.51,0.99,40.43,969.87,79.1893
2021/1/2 1:15,12.34,40.42,0.93,41.01,969.8,79.2228
2021/1/2 1:30,11.86,40.42,0.87,41.59,969.75,78.6533
2021/1/2 1:45,12.06,40.42,0.82,42.17,969.71,79.7587
2021/1/2 2:00,12.27,40.42,0.76,42.75,969.66,76.2414
2021/1/2 2:15,12.39,40.36,0.73,43.17,969.63,76.5764
2021/1/2 2:30,12.26,40.28,0.7,43.55,969.6,75.9065
2021/1/2 2:45,11.93,40.2,0.68,43.93,969.57,79.2228
2021/1/2 3:00,12.27,40.13,0.65,44.31,969.54,76.4759
2021/1/2 3:15,11.46,39.88,0.65,44.53,969.44,68.6374
2021/1/2 3:30,11.62,39.61,0.64,44.71,969.32,71.4847
2021/1/2 3:45,11.25,39.34,0.64,44.89,969.19,65.0531
2021/1/2 4:00,9.94,39.07,0.63,45.07,969.07,61.8708
2021/1/2 4:15,9.95,39.16,0.63,45.15,968.97,61.7703
2021/1/2 4:30,9.86,39.31,0.63,45.21,968.87,60.5309
2021/1/2 4:45,9.75,39.47,0.64,45.26,968.77,58.8895
2021/1/2 5:00,9.75,39.62,0.64,45.32,968.68,53.6973
2021/1/2 5:15,9.45,39.86,0.6,45.5,968.64,51.7879
2021/1/2 5:30,8.82,40.13,0.55,45.72,968.62,39.5611
2021/1/2 5:45,8.53,40.39,0.5,45.93,968.6,41.7385
2021/1/2 6:00,8.77,40.65,0.45,46.14,968.57,45.9928
2021/1/2 6:15,9.11,41.07,0.43,46.28,968.73,48.1366
2021/1/2 6:30,8.96,41.53,0.43,46.4,968.93,52.7593
2021/1/2 6:45,9.31,41.98,0.42,46.51,969.12,51.5869
2021/1/2 7:00,9.52,42.44,0.41,46.63,969.32,49.5435
2021/1/2 7:15,9.24,42.76,0.51,46.46,969.36,43.8489
2021/1/2 7:30,8.69,43.05,0.63,46.22,969.37,40.2311
2021/1/2 7:45,8.23,43.35,0.76,45.99,969.38,38.7907
2021/1/2 8:00,7.94,43.67,0.88,45.76,969.39,35.9769
2021/1/2 8:15,8.14,43.86,1.47,44.4,969.4,38.1877
2021/1/2 8:30,8.37,44.05,2.15,42.81,969.4,36.6133
2021/1/2 8:45,8.37,44.26,2.82,41.24,969.41,35.9769
2021/1/2 9:00,8.2,44.5,3.51,39.63,969.42,33.632
2021/1/2 9:15,7.51,45.3,4.07,38.52,969.45,24.0516
2021/1/2 9:30,6.37,46.23,4.62,37.49,969.48,13.1982
2021/1/2 9:45,5.22,47.18,5.16,36.47,969.52,8.27401
2021/1/2 10:00,4.69,48.16,5.71,35.44,969.55,6.02964
2021/1/2 10:15,4.51,48.42,6.18,34.75,969.54,3.58429
2021/1/2 10:30,4.12,48.55,6.64,34.12,969.52,2.41186
2021/1/2 10:45,3.91,48.69,7.1,33.49,969.5,1.10543
2021/1/2 11:00,4.27,48.84,7.55,32.86,969.48,1.47391
2021/1/2 11:15,4.32,48.67,7.92,32.55,969.34,2.41186
2021/1/2 11:30,4.28,48.43,8.26,32.31,969.17,1.97638
2021/1/2 11:45,3.95,48.18,8.61,32.06,969,1.00494
2021/1/2 12:00,3.28,47.91,8.95,31.81,968.83,0.200988
2021/1/2 12:15,2.59,47.55,9.24,31.58,968.47,0.602964
2021/1/2 12:30,2.26,47.15,9.52,31.36,968.07,0.50247
2021/1/2 12:45,2.05,46.74,9.8,31.13,967.67,0.602964
2021/1/2 13:00,2.62,46.31,10.08,30.91,967.28,0.569466
2021/1/2 13:15,3.18,45.64,10.31,30.85,967.04,0.636462
2021/1/2 13:30,3.24,44.91,10.52,30.83,966.83,0.535968
2021/1/2 13:45,2.83,44.17,10.73,30.81,966.63,0.535968
2021/1/2 14:00,2.82,43.4,10.94,30.78,966.42,0.50247
2021/1/2 14:15,2.28,43.24,11.08,30.91,966.22,0.569466
2021/1/2 14:30,2.37,43.19,11.19,31.06,966.02,0.50247
2021/1/2 14:45,2.26,43.15,11.31,31.21,965.82,0.535968
2021/1/2 15:00,1.54,43.1,11.42,31.36,965.61,0.535968
2021/1/2 15:15,2.02,43.77,11.42,31.68,965.43,0.535968
2021/1/2 15:30,2.32,44.58,11.39,32.04,965.25,0.50247
2021/1/2 15:45,1.94,45.36,11.36,32.39,965.07,0.535968
2021/1/2 16:00,2.27,46.14,11.33,32.75,964.89,0.50247
2021/1/2 16:15,2.72,46.82,11.1,33.83,964.78,0.401976
2021/1/2 16:30,2.42,47.45,10.83,35.06,964.69,0.535968
2021/1/2 16:45,2.21,48.06,10.56,36.29,964.59,0.468972
2021/1/2 17:00,2.27,48.64,10.29,37.52,964.5,0.50247
2021/1/2 17:15,3.05,49.57,9.5,39.46,964.56,0.50247
2021/1/2 17:30,4.16,50.4,8.61,41.56,964.65,0.535968
2021/1/2 17:45,4.59,51.07,7.72,43.64,964.75,2.14387
2021/1/2 18:00,4.75,51.64,6.83,45.74,964.84,3.21581
2021/1/2 18:15,5.49,52.66,6.49,45.95,965.1,5.82865
2021/1/2 18:30,6.15,53.69,6.26,45.79,965.38,9.61393
2021/1/2 18:45,6.71,54.66,6.03,45.62,965.66,13.0307
2021/1/2 19:00,7.11,55.55,5.8,45.46,965.94,18.7589
2021/1/2 19:15,8.06,55.7,5.55,45.55,966.02,25.4585
2021/1/2 19:30,8.43,55.71,5.3,45.69,966.06,33.029
2021/1/2 19:45,8.88,55.71,5.05,45.83,966.1,43.1789
2021/1/2 20:00,9.69,55.72,4.79,45.97,966.14,57.1476
2021/1/2 20:15,10.6,55.62,4.61,45.96,966.13,67.3645
2021/1/2 20:30,10.45,55.49,4.45,45.92,966.1,64.2827
2021/1/2 20:45,11.15,55.37,4.29,45.88,966.08,70.2788
2021/1/2 21:00,11.19,55.24,4.13,45.84,966.05,73.1931
2021/1/2 21:15,11.53,55,4.02,45.83,966.08,71.6857
2021/1/2 21:30,11.41,54.68,3.92,45.83,966.13,72.9586
2021/1/2 21:45,11.85,54.34,3.8,45.83,966.18,75.1025
2021/1/2 22:00,12.14,54.03,3.69,45.83,966.23,76.9784
2021/1/2 22:15,11.9,53.29,3.57,45.78,966.4,76.7774
2021/1/2 22:30,11.89,52.55,3.48,45.72,966.58,78.6533
2021/1/2 22:45,11.85,51.82,3.39,45.67,966.75,78.8208
2021/1/2 23:00,11.75,51.1,3.3,45.61,966.93,80.4957
2021/1/2 23:15,11.75453333,50.97213333,3.354666667,45.61986667,966.9346667,83.41
2021/1/2 23:30,11.75906667,50.84426667,3.409333333,45.62973333,966.9393333,80.2612
2021/1/2 23:45,11.7636,50.7164,3.464,45.6396,966.944,80.0267
2021/1/3 0:00,11.76813333,50.58853333,3.518666667,45.64946667,966.9486667,81.4001
2021/1/3 0:15,11.77266667,50.46066667,3.573333333,45.65933333,966.9533333,76.3419
2021/1/3 0:30,11.7772,50.3328,3.628,45.6692,966.958,66.661
2021/1/3 0:45,11.78173333,50.20493333,3.682666667,45.67906667,966.9626667,65.1536
2021/1/3 1:00,11.78626667,50.07706667,3.737333333,45.68893333,966.9673333,69.7428
2021/1/3 1:15,11.7908,49.9492,3.792,45.6988,966.972,68.3694
2021/1/3 1:30,11.79533333,49.82133333,3.846666667,45.70866667,966.9766667,62.0383
2021/1/3 1:45,11.79986667,49.69346667,3.901333333,45.71853333,966.9813333,59.7939
2021/1/3 2:00,11.8044,49.5656,3.956,45.7284,966.986,65.0531
2021/1/3 2:15,11.80893333,49.43773333,4.010666667,45.73826667,966.9906667,61.3683
2021/1/3 2:30,11.81346667,49.30986667,4.065333333,45.74813333,966.9953333,57.8175
2021/1/3 2:45,11.818,49.182,4.12,45.758,967,57.851
2021/1/3 3:00,11.82253333,49.05413333,4.174666667,45.76786667,967.0046667,58.7555
2021/1/3 3:15,11.82706667,48.92626667,4.229333333,45.77773333,967.0093333,54.9367
2021/1/3 3:30,11.8316,48.7984,4.284,45.7876,967.014,55.4727
2021/1/3 3:45,11.83613333,48.67053333,4.338666667,45.79746667,967.0186667,58.521
2021/1/3 4:00,11.84066667,48.54266667,4.393333333,45.80733333,967.0233333,57.784
2021/1/3 4:15,11.8452,48.4148,4.448,45.8172,967.028,50.917
2021/1/3 4:30,11.84973333,48.28693333,4.502666667,45.82706667,967.0326667,45.9593
2021/1/3 4:45,11.85426667,48.15906667,4.557333333,45.83693333,967.0373333,41.705
2021/1/3 5:00,11.8588,48.0312,4.612,45.8468,967.042,39.6616
2021/1/3 5:15,11.86333333,47.90333333,4.666666667,45.85666667,967.0466667,39.1927
2021/1/3 5:30,11.86786667,47.77546667,4.721333333,45.86653333,967.0513333,41.1355
2021/1/3 5:45,11.8724,47.6476,4.776,45.8764,967.056,41.906
2021/1/3 6:15,11.87693333,47.51973333,4.830666667,45.88626667,967.0606667,44.1839
2021/1/3 6:30,11.88146667,47.39186667,4.885333333,45.89613333,967.0653333,49.711
2021/1/3 6:45,11.886,47.264,4.94,45.906,967.07,58.4205
2021/1/3 7:00,11.89053333,47.13613333,4.994666667,45.91586667,967.0746667,53.9653
2021/1/3 7:15,11.89506667,47.00826667,5.049333333,45.92573333,967.0793333,59.124
2021/1/3 7:30,11.8996,46.8804,5.104,45.9356,967.084,66.929
2021/1/3 7:45,11.90413333,46.75253333,5.158666667,45.94546667,967.0886667,70.2118
2021/1/3 8:00,11.90866667,46.62466667,5.213333333,45.95533333,967.0933333,65.8236
2021/1/3 8:15,11.9132,46.4968,5.268,45.9652,967.098,58.6215
2021/1/3 8:30,11.91773333,46.36893333,5.322666667,45.97506667,967.1026667,56.9801
2021/1/3 8:45,11.92226667,46.24106667,5.377333333,45.98493333,967.1073333,55.5732
2021/1/3 9:00,11.9268,46.1132,5.432,45.9948,967.112,50.649
2021/1/3 9:15,11.93133333,45.98533333,5.486666667,46.00466667,967.1166667,46.3277
2021/1/3 9:30,11.93586667,45.85746667,5.541333333,46.01453333,967.1213333,45.9928
2021/1/3 9:45,11.9404,45.7296,5.596,46.0244,967.126,44.4184
2021/1/3 10:00,11.94493333,45.60173333,5.650666667,46.03426667,967.1306667,46.6292
2021/1/3 10:15,11.94946667,45.47386667,5.705333333,46.04413333,967.1353333,43.2459
2021/1/3 10:30,11.954,45.346,5.76,46.054,967.14,43.3799
2021/1/3 10:45,11.95853333,45.21813333,5.814666667,46.06386667,967.1446667,42.7769
2021/1/3 11:00,11.96306667,45.09026667,5.869333333,46.07373333,967.1493333,47.5002
2021/1/3 11:15,11.9676,44.9624,5.924,46.0836,967.154,49.1751
2021/1/3 11:30,11.97213333,44.83453333,5.978666667,46.09346667,967.1586667,48.2371
2021/1/3 11:45,11.97666667,44.70666667,6.033333333,46.10333333,967.1633333,50.4145
2021/1/3 12:00,11.9812,44.5788,6.088,46.1132,967.168,44.5188
2021/1/3 12:15,11.98573333,44.45093333,6.142666667,46.12306667,967.1726667,46.0933
2021/1/3 12:30,11.99026667,44.32306667,6.197333333,46.13293333,967.1773333,39.0587
2021/1/3 12:45,11.9948,44.1952,6.252,46.1428,967.182,37.4173
2021/1/3 13:00,11.99933333,44.06733333,6.306666667,46.15266667,967.1866667,31.5886
2021/1/3 13:15,12.00386667,43.93946667,6.361333333,46.16253333,967.1913333,28.3728
2021/1/3 13:30,12.0084,43.8116,6.416,46.1724,967.196,21.8742
2021/1/3 13:45,12.01293333,43.68373333,6.470666667,46.18226667,967.2006667,25.157
2021/1/3 14:00,12.01746667,43.55586667,6.525333333,46.19213333,967.2053333,20.7018
2021/1/3 14:15,12.022,43.428,6.58,46.202,967.21,20.5343
2021/1/3 14:30,12.02653333,43.30013333,6.634666667,46.21186667,967.2146667,22.8456
2021/1/3 14:45,12.03106667,43.17226667,6.689333333,46.22173333,967.2193333,24.8555
2021/1/3 15:00,12.0356,43.0444,6.744,46.2316,967.224,28.2053
2021/1/3 15:15,12.04013333,42.91653333,6.798666667,46.24146667,967.2286667,34.034
2021/1/3 15:30,12.04466667,42.78866667,6.853333333,46.25133333,967.2333333,43.4469
2021/1/3 15:45,12.0492,42.6608,6.908,46.2612,967.238,48.7061
2021/1/3 16:00,12.05373333,42.53293333,6.962666667,46.27106667,967.2426667,51.1849
2021/1/3 16:15,12.05826667,42.40506667,7.017333333,46.28093333,967.2473333,52.8933
2021/1/3 16:30,12.0628,42.2772,7.072,46.2908,967.252,55.3722
2021/1/3 16:45,12.06733333,42.14933333,7.126666667,46.30066667,967.2566667,63.6797
2021/1/3 17:00,12.07186667,42.02146667,7.181333333,46.31053333,967.2613333,73.0926
2021/1/3 17:15,12.0764,41.8936,7.236,46.3204,967.266,69.6423
2021/1/3 17:30,12.08093333,41.76573333,7.290666667,46.33026667,967.2706667,73.6286
2021/1/3 17:45,12.08546667,41.63786667,7.345333333,46.34013333,967.2753333,76.7774
2021/1/3 18:00,12.09,41.51,7.4,46.35,967.28,79.6582
2021/1/3 18:15,12.09453333,41.38213333,7.454666667,46.35986667,967.2846667,82.3716
2021/1/3 18:30,12.09906667,41.25426667,7.509333333,46.36973333,967.2893333,82.4721
2021/1/3 18:45,12.1036,41.1264,7.564,46.3796,967.294,80.4622
2021/1/3 19:00,12.10813333,40.99853333,7.618666667,46.38946667,967.2986667,86.6258
2021/1/3 19:15,12.11266667,40.87066667,7.673333333,46.39933333,967.3033333,79.6582
2021/1/3 19:30,12.1172,40.7428,7.728,46.4092,967.308,79.7922
2021/1/3 19:45,12.12173333,40.61493333,7.782666667,46.41906667,967.3126667,82.5391
2021/1/3 20:00,12.12626667,40.48706667,7.837333333,46.42893333,967.3173333,79.6247
2021/1/3 20:15,12.1308,40.3592,7.892,46.4388,967.322,77.2129
2021/1/3 20:30,12.13533333,40.23133333,7.946666667,46.44866667,967.3266667,76.3419
2021/1/3 20:45,12.13986667,40.10346667,8.001333333,46.45853333,967.3313333,72.9251
2021/1/3 21:00,12.1444,39.9756,8.056,46.4684,967.336,70.8148
2021/1/3 21:15,12.14893333,39.84773333,8.110666667,46.47826667,967.3406667,74.2986
2021/1/3 21:30,12.15346667,39.71986667,8.165333333,46.48813333,967.3453333,73.9971
2021/1/3 21:45,12.158,39.592,8.22,46.498,967.35,75.672
2021/1/3 22:00,12.16253333,39.46413333,8.274666667,46.50786667,967.3546667,78.3518
2021/1/3 22:15,12.16706667,39.33626667,8.329333333,46.51773333,967.3593333,80.9982
2021/1/3 22:30,12.1716,39.2084,8.384,46.5276,967.364,81.7686
2021/1/3 22:45,12.17613333,39.08053333,8.438666667,46.53746667,967.3686667,83.611
2021/1/3 23:00,12.18066667,38.95266667,8.493333333,46.54733333,967.3733333,84.3145
2021/1/3 23:15,12.1852,38.8248,8.548,46.5572,967.378,81.9361
2021/1/3 23:30,12.18973333,38.69693333,8.602666667,46.56706667,967.3826667,83.3765
2021/1/3 23:45,12.19426667,38.56906667,8.657333333,46.57693333,967.3873333,81.2662
2021/1/4 0:00,12.1988,38.4412,8.712,46.5868,967.392,81.4001
2021/1/4 0:30,12.20333333,38.31333333,8.766666667,46.59666667,967.3966667,79.3903
2021/1/4 0:45,12.20786667,38.18546667,8.821333333,46.60653333,967.4013333,79.6247
2021/1/4 1:00,12.2124,38.0576,8.876,46.6164,967.406,76.7774
2021/1/4 1:15,12.21693333,37.92973333,8.930666667,46.62626667,967.4106667,75.337
2021/1/4 1:30,12.22146667,37.80186667,8.985333333,46.63613333,967.4153333,70.9488
2021/1/4 1:45,12.226,37.674,9.04,46.646,967.42,70.5803
2021/1/4 2:00,12.23053333,37.54613333,9.094666667,46.65586667,967.4246667,70.8148
2021/1/4 2:15,12.23506667,37.41826667,9.149333333,46.66573333,967.4293333,75.605
2021/1/4 2:30,12.2396,37.2904,9.204,46.6756,967.434,75.136
2021/1/4 2:45,12.24413333,37.16253333,9.258666667,46.68546667,967.4386667,75.8395
2021/1/4 3:00,12.24866667,37.03466667,9.313333333,46.69533333,967.4433333,75.605
2021/1/4 3:15,12.2532,36.9068,9.368,46.7052,967.448,75.94
2021/1/4 3:30,12.25773333,36.77893333,9.422666667,46.71506667,967.4526667,77.9833
2021/1/4 3:45,12.26226667,36.65106667,9.477333333,46.72493333,967.4573333,75.538
2021/1/4 4:00,12.2668,36.5232,9.532,46.7348,967.462,79.4238
2021/1/4 4:15,12.27133333,36.39533333,9.586666667,46.74466667,967.4666667,78.4523
2021/1/4 4:30,12.27586667,36.26746667,9.641333333,46.75453333,967.4713333,80.2947
2021/1/4 4:45,12.2804,36.1396,9.696,46.7644,967.476,76.5429
2021/1/4 5:00,12.28493333,36.01173333,9.750666667,46.77426667,967.4806667,78.9883
2021/1/4 5:15,12.28946667,35.88386667,9.805333333,46.78413333,967.4853333,79.6917
2021/1/4 5:30,12.294,35.756,9.86,46.794,967.49,77.1459
2021/1/4 5:45,12.29853333,35.62813333,9.914666667,46.80386667,967.4946667,74.3321
2021/1/4 6:00,12.30306667,35.50026667,9.969333333,46.81373333,967.4993333,74.3321
2021/1/4 6:15,12.3076,35.3724,10.024,46.8236,967.504,70.8148
2021/1/4 6:30,12.31213333,35.24453333,10.07866667,46.83346667,967.5086667,66.728
2021/1/4 6:45,12.31666667,35.11666667,10.13333333,46.84333333,967.5133333,65.0531
2021/1/4 7:00,12.3212,34.9888,10.188,46.8532,967.518,68.6709
2021/1/4 7:15,12.32573333,34.86093333,10.24266667,46.86306667,967.5226667,66.6945
2021/1/4 7:30,12.33026667,34.73306667,10.29733333,46.87293333,967.5273333,73.8296
2021/1/4 7:45,12.3348,34.6052,10.352,46.8828,967.532,70.4798
2021/1/4 8:00,12.33933333,34.47733333,10.40666667,46.89266667,967.5366667,67.2975
2021/1/4 8:15,12.34386667,34.34946667,10.46133333,46.90253333,967.5413333,65.8236
2021/1/4 8:30,12.3484,34.2216,10.516,46.9124,967.546,60.8994
2021/1/4 8:45,12.35293333,34.09373333,10.57066667,46.92226667,967.5506667,60.6984
2021/1/4 9:00,12.35746667,33.96586667,10.62533333,46.93213333,967.5553333,57.0136
2021/1/4 9:15,12.362,33.838,10.68,46.942,967.56,55.1712
2021/1/4 9:30,12.36653333,33.71013333,10.73466667,46.95186667,967.5646667,51.4529
2021/1/4 9:45,12.37106667,33.58226667,10.78933333,46.96173333,967.5693333,46.9307
2021/1/4 10:00,12.3756,33.4544,10.844,46.9716,967.574,40.1641
2021/1/4 10:15,12.38013333,33.32653333,10.89866667,46.98146667,967.5786667,30.5837
2021/1/4 10:30,12.38466667,33.19866667,10.95333333,46.99133333,967.5833333,27.4349
2021/1/4 10:45,12.3892,33.0708,11.008,47.0012,967.588,24.0181
2021/1/4 11:00,12.39373333,32.94293333,11.06266667,47.01106667,967.5926667,20.4673
2021/1/4 11:15,12.39826667,32.81506667,11.11733333,47.02093333,967.5973333,15.0406
2021/1/4 11:30,12.4028,32.6872,11.172,47.0308,967.602,9.61393
2021/1/4 11:45,12.40733333,32.55933333,11.22666667,47.04066667,967.6066667,7.83853
2021/1/4 12:00,12.41186667,32.43146667,11.28133333,47.05053333,967.6113333,4.25425
2021/1/4 12:15,12.4164,32.3036,11.336,47.0604,967.616,1.44041
2021/1/5 11:30,12.42093333,32.17573333,11.39066667,47.07026667,967.6206667,76.208
2021/1/5 12:45,12.42546667,32.04786667,11.44533333,47.08013333,967.6253333,85.3529
2021/1/5 14:15,12.43,31.92,11.5,47.09,967.63,85.8554
2021/1/5 14:30,12.64,31.65,11.54,47.13,967.61,86.5253
2021/1/5 14:45,12.88,31.34,11.6,47.19,967.59,90.0761
2021/1/5 15:00,13,31.16,11.63,47.22,967.57,82.8071
2021/1/5 15:15,12.44,31.19,11.6,47.41,967.57,85.2524
2021/1/5 15:30,12.79,31.37,11.51,47.83,967.56,83.3095
2021/1/5 15:45,13.26,31.5,11.43,48.16,967.56,83.142
2021/1/5 16:00,13.12,31.63,11.36,48.49,967.55,82.6396
2021/1/5 16:15,13.68,31.86,11.15,49.08,967.52,82.8406
2021/1/5 16:30,13.44,32.11,10.91,49.73,967.48,82.8071
2021/1/5 16:45,13.75,32.36,10.67,50.38,967.44,85.3529
2021/1/5 17:00,13.95,32.61,10.43,51.03,967.4,83.946
2021/1/5 17:15,13.78,33.76,9.88,52.47,967.53,90.9806
2021/1/5 17:30,14.49,35.06,9.26,54.07,967.7,88.1332
2021/1/5 17:45,14.13,36.32,8.65,55.67,967.87,85.9224
2021/1/5 18:00,14.05,37.55,8.03,57.26,968.04,88.2002
2021/1/5 18:15,14.16,38.07,7.72,57.61,968.29,88.3007
2021/1/5 18:30,14.53,38.44,7.47,57.7,968.56,90.3106
2021/1/5 18:45,14.48,38.78,7.22,57.79,968.83,88.4347
2021/1/5 19:00,14.39,39.11,6.97,57.88,969.1,88.2337
