date,fact_v,fact_d,fact_t,fact_w,fact_p,OT
2021/2/11 8:30,7.0,9.1,12.6,76.6,1008.7,55.1377
2021/2/11 8:45,6.8,9.0,12.9,73.7,996.7,58.5545
2021/2/11 9:00,7.0,9.9,13.3,72.4,992.9,66.795
2021/2/11 9:15,7.2,10.0,14.0,71.3,1005.5,70.8818
2021/2/11 9:30,7.3,12.0,14.2,70.3,1005.1,68.8049
2021/2/11 9:45,7.0,12.0,14.5,69.0,1001.0,62.7753
2021/2/11 10:00,6.8,12.0,15.0,68.2,1003.5,59.4924
2021/2/11 10:15,6.0,12.1,15.5,67.6,1010.5,44.6193
2021/2/11 10:30,6.3,12.9,15.7,65.5,993.9,33.632
2021/2/11 10:45,6.0,12.0,16.2,64.9,999.6,27.6693
2021/2/11 11:00,5.9,12.0,16.5,63.9,998.6,29.4782
2021/2/11 11:15,5.5,11.0,16.9,63.0,1000.1,25.0565
2021/2/11 11:30,5.3,10.1,17.4,62.5,1007.5,29.8802
2021/2/11 11:45,5.4,9.0,17.6,61.1,1001.6,30.2822
2021/2/11 12:00,5.3,8.9,17.8,59.6,994.1,32.0241
2021/2/11 12:15,5.1,8.0,18.2,59.0,999.2,34.8379
2021/2/11 12:30,5.4,8.1,18.7,58.5,1009.4,36.5128
2021/2/11 12:45,5.4,8.0,18.7,56.7,995.4,40.8676
2021/2/11 13:00,5.5,8.0,19.0,55.7,993.9,37.2498
2021/2/11 13:15,5.2,8.0,19.5,55.3,1004.2,34.5699
2021/2/11 13:30,5.2,7.9,19.6,53.6,992.4,37.8527
2021/2/11 13:45,5.2,9.0,19.9,54.2,1002.8,39.2597
2021/2/11 14:00,5.5,9.9,19.7,52.5,989.7,31.2201
2021/2/11 14:15,5.1,10.9,19.9,52.7,992.5,32.1581
2021/2/11 14:30,5.4,12.0,20.1,53.1,1001.6,24.6545
2021/2/11 14:45,5.3,14.1,20.1,53.2,1002.6,26.5304
2021/2/11 15:00,5.4,15.0,20.1,53.1,1000.6,27.2004
2021/2/11 15:15,5.1,17.1,20.1,53.2,1002.0,28.2723
2021/2/11 15:30,5.1,16.9,19.9,52.6,990.6,28.5403
2021/2/11 15:45,5.0,17.9,19.8,53.7,992.3,26.1954
2021/2/11 16:00,4.9,18.1,19.9,54.4,1004.7,22.8456
2021/2/11 16:15,5.0,20.1,19.8,55.3,1003.0,25.3245
2021/2/11 16:30,4.9,20.2,19.6,56.5,1006.5,22.5777
2021/2/11 16:45,4.7,20.0,19.0,58.1,999.7,23.3146
2021/2/11 17:00,4.6,20.1,18.8,60.3,1002.6,14.4711
2021/2/11 17:15,4.5,21.0,18.3,62.0,997.5,14.0692
2021/2/11 17:30,4.9,21.8,17.7,63.5,989.6,17.218
2021/2/11 17:45,5.2,22.2,17.2,66.5,1005.4,18.6919
2021/2/11 18:00,5.3,23.1,16.5,69.3,1003.5,22.5107
2021/2/11 18:15,5.3,16.1,15.9,70.4,1005.1,22.6446
2021/2/11 18:30,5.5,17.1,15.5,71.5,1005.5,24.6545
2021/2/11 18:45,6.0,18.1,15.3,72.5,1005.7,25.5925
2021/2/11 19:00,6.1,18.1,15.1,73.5,1007.1,28.9423
2021/2/11 19:15,6.4,18.9,14.7,73.7,995.3,33.096
2021/2/11 19:30,6.6,20.8,14.6,73.4,991.6,35.1729
2021/2/11 19:45,6.4,22.2,14.7,74.5,1007.4,32.828
2021/2/11 20:00,6.4,22.2,14.6,75.6,1008.6,36.5128
2021/2/11 20:15,6.6,24.1,14.5,75.3,1004.1,39.7956
2021/2/11 20:30,6.7,23.0,14.3,74.9,999.3,46.4952
2021/2/11 20:45,7.3,21.0,14.3,75.1,1002.0,50.716
2021/2/11 21:00,7.2,20.1,14.3,74.4,1005.8,44.2844
2021/2/11 21:15,7.3,18.0,14.2,74.0,999.5,42.9444
2021/2/11 21:30,7.6,15.9,14.1,73.7,995.6,48.6391
2021/2/11 21:45,7.9,16.1,14.2,74.4,1005.2,57.4826
2021/2/11 22:00,8.1,15.0,14.1,74.1,1001.3,55.0037
2021/2/11 22:15,8.0,14.1,14.1,74.5,1006.1,52.6589
2021/2/11 22:30,8.1,13.0,14.0,74.0,999.9,50.649
2021/2/11 22:45,8.0,12.1,14.0,74.7,1010.0,50.649
2021/2/11 23:00,7.9,10.9,13.7,74.3,990.6,51.7879
2021/2/11 23:15,8.0,9.9,13.6,74.6,994.6,53.3288
2021/2/11 23:30,7.8,10.1,13.7,75.6,1008.1,65.5221
2021/2/11 23:45,7.7,11.1,13.6,75.6,1008.1,72.1547
2021/2/12 0:00,8.3,11.0,13.3,75.7,996.2,75.7725
2021/2/12 0:15,8.1,12.1,13.4,76.5,1006.7,77.3804
2021/2/12 0:30,8.1,12.9,13.0,75.5,993.3,69.7428
2021/2/12 0:45,7.4,14.9,12.9,76.3,991.3,72.3557
2021/2/12 1:00,7.6,16.0,12.9,76.8,997.0,65.3881
2021/2/12 1:15,8.0,18.1,12.9,78.6,1007.5,63.1772
2021/2/12 1:30,7.8,19.1,12.8,78.5,1007.0,59.5594
2021/2/12 1:45,8.2,19.0,12.6,78.2,1002.6,52.6589
2021/2/12 2:00,8.0,18.9,12.4,78.6,994.4,50.984
2021/2/12 2:15,7.6,19.1,12.4,79.3,1003.7,44.6193
2021/2/12 2:30,8.2,19.2,12.4,79.8,1009.7,42.0065
2021/2/12 2:45,8.5,18.9,12.1,78.5,994.1,42.2075
2021/2/12 3:00,8.4,18.1,12.2,79.2,1002.8,37.3838
2021/2/12 3:15,8.0,18.0,12.1,79.1,1001.4,41.0686
2021/2/12 3:30,8.2,17.0,12.1,78.8,997.3,38.6567
2021/2/12 3:45,7.9,15.9,12.0,78.5,993.3,34.101
2021/2/12 4:00,8.5,16.0,12.0,78.9,998.3,26.6644
2021/2/12 4:15,8.5,15.0,12.0,78.9,998.7,25.1905
2021/2/12 4:30,8.3,13.9,11.9,78.3,991.3,24.7215
2021/2/12 4:45,8.4,12.9,11.8,78.5,994.1,25.1235
2021/2/12 5:00,8.3,12.0,11.8,79.8,997.2,20.7018
2021/2/12 5:15,8.5,12.0,11.7,80.2,1002.9,22.1087
2021/2/12 5:30,7.9,11.1,11.8,80.4,1004.7,24.2526
2021/2/12 5:45,7.7,10.0,11.7,79.8,998.0,25.3245
2021/2/12 6:00,7.7,11.0,11.6,80.3,1004.3,27.5354
2021/2/12 6:15,7.6,10.9,11.2,79.6,995.6,24.8555
2021/2/12 6:30,7.9,11.1,11.5,80.8,1010.6,27.4014
2021/2/12 6:45,7.5,9.9,11.4,79.5,994.5,26.5974
2021/2/12 7:00,7.2,9.9,11.6,78.6,995.3,26.4634
2021/2/12 7:15,7.3,9.1,11.9,79.6,1008.9,25.1235
2021/2/12 7:30,7.2,9.1,12.3,78.6,1009.1,21.0367
2021/2/12 7:45,6.3,10.1,12.8,76.7,1010.6,22.0417
2021/2/12 8:00,6.2,10.0,13.4,74.4,1006.8,21.3717
2021/2/12 8:15,5.7,9.9,13.7,71.4,993.8,22.6446
2021/2/12 8:30,5.3,11.1,14.4,70.7,1011.8,25.4585
2021/2/12 8:45,5.2,12.9,14.7,68.3,992.5,25.2575
2021/2/12 9:00,5.2,14.9,15.2,67.6,996.0,23.7836
2021/2/12 9:15,4.9,16.1,15.9,67.4,1008.1,23.6496
2021/2/12 9:30,4.6,17.1,16.3,65.5,1009.2,24.9895
2021/2/12 9:45,4.6,18.0,16.6,63.9,1000.9,20.7688
2021/2/12 10:00,4.4,20.1,17.1,63.3,1007.1,15.2751
2021/2/12 10:15,4.1,19.9,17.3,61.8,998.6,10.9873
2021/2/12 10:30,4.0,21.1,17.9,60.3,1007.7,8.97746
2021/2/12 10:45,4.2,21.0,18.1,59.0,1002.7,6.90059
2021/2/12 11:00,3.9,19.9,18.3,57.6,993.7,7.30256
2021/2/12 11:15,3.9,21.0,18.7,57.0,1001.8,4.28774
2021/2/12 11:30,3.8,21.8,18.7,55.5,991.6,3.2828
2021/2/12 11:45,3.8,20.1,19.3,55.3,1005.6,4.48873
2021/2/12 12:00,3.6,21.2,19.5,54.4,1007.6,4.55573
2021/2/12 12:15,3.7,18.9,19.6,52.7,994.3,0.0
2021/2/12 12:30,3.4,17.1,20.0,53.2,1003.8,0.736956
2021/2/12 12:45,3.6,12.9,19.9,51.6,991.4,3.08182
2021/2/12 13:00,3.8,11.0,20.4,50.9,998.6,4.42174
2021/2/12 13:15,4.0,8.1,20.7,50.3,1006.6,4.28774
2021/2/12 13:30,4.1,6.0,20.6,49.8,996.3,5.82865
2021/2/12 13:45,3.8,6.0,20.8,49.9,998.9,4.35474
2021/2/12 14:00,3.9,6.0,21.0,50.1,1001.5,6.02964
2021/2/12 14:15,3.6,6.9,20.8,49.5,989.0,6.02964
2021/2/12 14:30,3.7,7.9,20.8,49.6,991.7,2.47885
2021/2/12 14:45,3.5,10.0,21.0,50.1,1000.1,3.61778
2021/2/12 15:00,3.6,13.0,20.8,49.9,996.5,3.61778
2021/2/12 15:15,3.5,14.9,20.8,49.8,994.8,6.36462
2021/2/12 15:30,3.6,17.9,20.7,49.6,990.8,5.76166
2021/2/12 15:45,3.5,22.0,20.8,51.1,1000.8,5.89565
2021/2/12 16:00,4.0,26.9,20.6,50.8,995.1,3.4168
2021/2/12 16:15,3.8,30.3,20.8,52.4,1007.6,3.88577
2021/2/12 16:30,3.7,33.9,20.2,52.8,996.1,4.9577
2021/2/12 16:45,3.9,39.4,20.2,55.5,1008.3,3.81877
2021/2/12 17:00,3.7,43.7,19.6,57.6,992.0,4.42174
2021/2/12 17:15,4.0,49.3,19.5,60.4,1005.6,4.48873
2021/2/12 17:30,4.1,50.7,18.8,61.6,992.4,5.42668
2021/2/12 17:45,4.0,53.2,18.3,65.2,1002.1,5.69466
2021/2/12 18:00,3.8,54.8,17.4,66.7,994.9,6.56561
2021/2/12 18:15,4.6,56.9,17.3,64.9,998.9,6.96758
2021/2/12 18:30,5.0,55.5,16.8,64.4,990.7,8.50849
2021/2/12 18:45,5.0,53.7,16.7,64.7,995.3,11.1883
2021/2/12 19:00,5.4,52.1,16.7,66.2,1002.9,9.04446
2021/2/12 19:15,5.4,50.5,16.7,66.6,1009.3,6.09664
2021/2/12 19:30,5.6,47.1,16.3,67.1,1001.5,7.30256
2021/2/12 19:45,5.7,43.4,16.1,68.6,1009.3,7.83853
2021/2/12 20:00,5.2,40.1,15.8,69.2,1003.6,7.90553
2021/2/12 20:15,5.9,37.1,15.4,70.2,1002.3,9.11146
2021/2/12 20:30,5.8,34.2,15.2,71.4,1005.2,7.90553
2021/2/12 20:45,5.6,32.1,15.0,72.1,1001.9,9.17845
2021/2/12 21:00,5.5,29.9,14.8,71.8,997.1,12.1933
2021/2/12 21:15,5.9,28.3,14.8,73.7,1009.5,12.6622
2021/2/12 21:30,5.5,28.2,14.6,73.5,1007.0,12.7962
2021/2/12 21:45,5.4,30.0,14.3,73.9,998.5,14.0692
2021/2/12 22:00,5.4,31.2,14.3,74.4,1006.4,17.352
2021/2/12 22:15,5.4,32.9,14.0,74.9,999.3,17.6869
2021/2/12 22:30,5.2,34.7,13.7,75.4,992.9,18.0219
2021/2/12 22:45,4.9,38.3,13.7,77.7,1010.0,14.6051
2021/2/12 23:00,4.6,41.2,13.6,78.5,1006.0,12.7962
2021/2/12 23:15,4.8,45.0,13.3,79.1,1000.8,11.5903
2021/2/12 23:30,4.7,46.9,13.1,78.8,997.6,10.6524
2021/2/12 23:45,4.7,47.6,12.9,79.4,991.9,9.17845
2021/2/13 0:00,4.5,47.8,12.9,79.7,996.6,10.4514
2021/2/13 0:15,4.4,48.6,12.7,80.4,992.7,8.70948
2021/2/13 0:30,4.0,48.2,12.7,81.3,1003.6,8.4415
2021/2/13 0:45,4.3,43.0,12.7,81.1,1001.1,11.1883
2021/2/13 1:00,4.2,40.4,12.7,81.8,1009.7,12.5283
2021/2/13 1:15,4.4,36.2,12.7,81.5,1006.0,14.2032
2021/2/13 1:30,4.5,33.1,12.6,81.3,1003.3,10.5854
2021/2/13 1:45,4.7,32.1,12.6,81.2,1002.1,10.6524
2021/2/13 2:00,4.7,33.1,12.6,81.4,1004.5,14.2701
2021/2/13 2:15,4.9,32.0,12.5,81.1,1001.0,12.4613
2021/2/13 2:30,4.9,32.3,12.6,81.7,1008.3,11.1883
2021/2/13 2:45,4.7,32.9,12.4,81.9,998.2,10.4514
2021/2/13 3:00,4.7,34.2,12.4,82.4,1005.1,12.3273
2021/2/13 3:15,4.7,35.2,12.3,83.4,1005.1,13.6672
2021/2/13 3:30,4.5,36.3,12.2,83.6,1007.3,15.0071
2021/2/13 3:45,4.5,36.6,11.9,82.2,990.1,8.91047
2021/2/13 4:00,4.9,38.3,12.1,84.8,1009.2,7.16857
2021/2/13 4:15,4.7,38.7,11.8,83.4,992.5,9.78142
2021/2/13 4:30,5.0,37.9,11.9,83.7,996.6,15.2751
2021/2/13 4:45,4.7,37.0,11.8,85.0,1000.5,15.8111
2021/2/13 5:00,4.7,36.3,11.8,85.6,1007.5,16.682
2021/2/13 5:15,4.4,35.0,11.6,85.9,999.3,15.945
2021/2/13 5:30,4.4,34.3,11.7,86.8,1009.0,12.3273
2021/2/13 5:45,4.5,33.7,11.4,85.3,991.4,14.3371
2021/2/13 6:00,4.4,36.2,11.5,87.5,1007.0,18.7589
2021/2/13 6:15,4.7,48.9,11.7,85.8,997.6,13.6672
2021/2/13 6:30,4.5,49.5,11.6,85.2,990.4,9.64742
2021/2/13 6:45,4.3,50.2,12.0,85.3,1003.5,9.78142
2021/2/13 7:00,4.5,50.7,12.1,83.5,994.5,9.64742
2021/2/13 7:15,4.6,50.7,12.4,82.5,994.5,7.97252
2021/2/13 7:30,4.3,50.0,12.9,82.0,1001.2,5.76166
2021/2/13 7:45,4.3,48.7,13.5,79.5,995.3,2.61284
2021/2/13 8:00,4.2,48.0,14.2,77.0,1002.4,1.94288
2021/2/13 8:15,4.1,47.3,15.0,75.4,1007.6,1.87589
2021/2/13 8:30,3.9,47.4,15.6,73.6,1010.4,1.47391
2021/2/13 8:45,3.7,50.8,15.9,70.8,998.6,0.0
2021/2/13 9:00,3.5,51.9,16.5,67.9,1001.0,0.0
2021/2/13 9:15,3.4,57.3,17.1,66.4,1007.4,0.200988
2021/2/13 9:30,3.1,60.0,17.4,65.1,1002.8,0.33498
2021/2/13 9:45,2.9,65.4,18.0,64.4,1008.6,0.66996
2021/2/13 10:00,3.2,70.6,18.5,63.6,1011.0,0.133992
2021/2/13 10:15,2.9,75.2,18.9,62.2,1004.8,0.602964
2021/2/13 10:30,2.8,80.5,19.3,61.4,1008.8,0.133992
2021/2/13 10:45,2.8,81.5,19.6,60.4,1008.7,0.066996
2021/2/13 11:00,2.6,85.4,19.9,59.3,1006.2,0.66996
2021/2/13 11:15,2.5,87.2,19.9,57.4,991.5,0.535968
2021/2/13 11:30,2.3,90.6,20.5,57.4,1008.2,0.401976
2021/2/13 11:45,2.3,90.4,20.7,56.3,1005.6,0.33498
2021/2/13 12:00,2.1,92.2,20.7,55.5,991.9,0.0
2021/2/13 12:15,2.0,95.1,20.9,54.5,991.0,0.468972
2021/2/13 12:30,1.9,95.6,21.2,54.8,996.1,0.33498
2021/2/13 12:45,1.8,92.9,21.4,54.0,999.4,0.267984
2021/2/13 13:00,1.6,94.5,21.7,54.3,1004.9,0.267984
2021/2/13 13:15,1.5,89.5,21.6,52.7,994.6,0.267984
2021/2/13 13:30,1.4,89.7,21.7,52.8,996.2,0.33498
2021/2/13 13:45,1.4,90.8,22.1,53.5,1009.4,0.133992
2021/2/13 14:00,1.3,95.6,22.1,52.3,1005.5,0.33498
2021/2/13 14:15,1.2,95.0,22.1,52.0,999.3,0.133992
2021/2/13 14:30,1.0,95.1,21.9,51.5,990.0,0.133992
2021/2/13 14:45,1.1,99.7,21.9,51.8,995.9,0.33498
2021/2/13 15:00,1.1,105.5,22.1,52.2,1003.5,0.33498
2021/2/13 15:15,1.3,108.0,21.9,52.0,998.8,0.33498
2021/2/13 15:30,1.5,107.5,22.0,52.2,1003.7,0.133992
2021/2/13 15:45,1.6,110.7,21.9,52.3,1004.9,0.133992
2021/2/13 16:00,1.7,112.0,21.8,53.0,999.3,0.133992
2021/2/13 16:15,1.8,114.3,21.8,53.2,1002.1,0.133992
2021/2/13 16:30,1.8,116.9,21.6,54.0,998.2,0.33498
2021/2/13 16:45,2.0,119.5,21.2,55.8,994.9,0.0
2021/2/13 17:00,2.3,121.3,21.1,58.1,1001.3,0.133992
2021/2/13 17:15,2.4,124.5,20.9,60.3,1003.3,0.535968
2021/2/13 17:30,2.5,126.0,20.5,62.0,999.2,0.33498
2021/2/13 17:45,2.7,127.9,20.1,65.5,1006.1,0.0
2021/2/13 18:00,2.6,127.5,19.6,67.3,1004.3,0.0
2021/2/13 18:15,2.8,106.1,18.5,70.4,991.9,0.401976
2021/2/13 18:30,2.7,106.4,18.2,71.6,994.5,1.40692
2021/2/13 18:45,2.9,102.2,17.9,72.4,992.3,3.68478
2021/2/13 19:00,3.0,96.1,17.8,74.1,1001.0,1.80889
2021/2/13 19:15,2.8,92.1,17.5,75.1,1001.1,1.00494
2021/2/13 19:30,2.7,85.2,17.2,74.3,991.1,0.200988
2021/2/13 19:45,2.8,75.3,17.5,74.3,1004.5,0.133992
2021/2/13 20:00,2.8,64.1,17.4,73.1,1002.0,1.00494
2021/2/13 20:15,3.2,55.4,17.5,72.5,1006.8,2.94782
2021/2/13 20:30,3.4,48.9,17.4,71.9,998.4,3.3498
2021/2/13 20:45,3.3,46.0,17.3,72.0,1000.6,0.803952
2021/2/13 21:00,3.8,41.0,17.2,71.0,999.7,0.803952
2021/2/13 21:15,3.7,39.2,17.2,71.4,1005.3,0.468972
2021/2/13 21:30,4.0,36.7,16.9,70.5,993.1,0.133992
2021/2/13 21:45,4.4,36.9,16.7,71.7,996.4,0.133992
2021/2/13 22:00,4.7,35.9,16.6,71.8,998.2,0.33498
2021/2/13 22:15,4.6,35.0,16.4,73.0,1000.5,0.0
2021/2/13 22:30,4.7,34.1,16.2,74.2,1003.1,0.602964
2021/2/13 22:45,5.0,34.3,16.2,75.7,1009.9,0.33498
2021/2/13 23:00,4.8,33.0,15.9,75.9,998.9,0.535968
2021/2/13 23:15,4.6,33.0,15.8,77.0,1000.2,0.401976
2021/2/13 23:30,4.8,34.8,15.5,77.5,994.0,0.267984
2021/2/13 23:45,4.4,36.2,15.6,79.5,1006.6,0.33498
2021/2/14 0:00,3.9,37.8,15.2,79.7,995.9,0.267984
2021/2/14 0:15,3.4,40.1,15.2,81.2,1002.7,0.468972
2021/2/14 0:30,3.1,44.4,15.1,81.8,1009.9,0.33498
2021/2/14 0:45,2.4,52.2,15.0,82.3,1004.1,0.401976
2021/2/14 1:00,2.2,60.7,14.6,82.6,995.0,0.267984
2021/2/14 1:15,1.8,77.6,14.7,84.7,1007.9,0.133992
2021/2/14 1:30,1.6,86.5,14.6,84.5,1005.6,0.133992
2021/2/14 1:45,1.5,81.3,14.3,83.2,991.0,0.133992
2021/2/14 2:00,1.4,81.2,14.3,85.2,1002.9,0.468972
2021/2/14 2:15,1.3,76.7,14.3,85.8,1009.1,0.870948
2021/2/14 2:30,1.1,74.6,13.9,85.5,994.5,0.200988
2021/2/14 2:45,1.2,70.1,13.7,87.2,1002.0,1.13893
2021/2/14 3:00,1.2,65.8,13.3,87.8,997.6,1.07194
2021/2/14 3:15,1.4,60.6,12.7,88.4,993.2,4.42174
2021/2/14 3:30,1.2,62.5,12.7,88.4,992.8,2.00988
2021/2/14 3:45,1.2,63.0,12.9,88.0,999.4,0.736956
2021/2/14 4:00,1.1,66.2,12.9,88.3,1003.0,0.267984
2021/2/14 4:15,0.9,63.6,13.0,88.9,1009.9,0.937944
2021/2/14 4:30,0.9,50.0,12.8,88.0,999.5,0.66996
2021/2/14 4:45,0.7,45.0,12.8,87.9,999.4,0.535968
2021/2/14 5:00,0.7,26.9,12.6,87.5,994.5,0.535968
2021/2/14 5:15,0.6,17.9,12.6,87.4,992.6,0.33498
2021/2/14 5:30,0.6,9.1,12.8,88.5,1005.7,0.133992
2021/2/14 5:45,0.8,0.0,12.7,88.5,1006.0,0.133992
2021/2/14 6:00,0.8,354.0,12.7,88.5,1005.7,0.133992
2021/2/14 6:15,2.7,14.1,12.7,88.8,1009.4,0.0
2021/2/14 6:30,2.6,12.0,13.1,87.0,1000.5,0.133992
2021/2/14 6:45,2.4,10.1,13.6,85.8,1010.4,0.0
2021/2/14 7:00,2.2,8.0,13.9,83.5,994.9,0.133992
2021/2/14 7:15,2.1,5.0,14.7,82.4,1005.4,0.133992
2021/2/14 7:30,2.3,3.0,15.3,78.3,992.2,0.133992
2021/2/14 7:45,2.5,0.0,16.4,76.6,1009.3,0.133992
2021/2/14 8:00,2.4,0.0,17.0,72.4,993.0,0.133992
2021/2/14 8:15,2.4,0.0,17.9,71.6,1008.8,0.133992
2021/2/14 8:30,1.9,0.0,18.2,67.7,996.7,0.133992
2021/2/14 8:45,1.5,358.8,19.0,66.5,1009.8,0.267984
2021/2/14 9:00,1.1,353.9,19.3,62.8,999.0,0.133992
2021/2/14 9:15,0.8,355.8,20.1,61.5,1010.0,0.133992
2021/2/14 9:30,0.6,348.2,20.1,59.5,994.1,0.133992
2021/2/14 9:45,0.4,0.0,20.9,59.5,1010.1,0.267984
2021/2/14 10:00,0.2,0.0,20.9,57.5,992.7,0.133992
2021/2/14 10:15,0.1,0.0,21.2,56.4,992.2,0.468972
2021/2/14 10:30,0.1,269.9,21.7,56.0,1001.5,0.0
2021/2/14 10:45,0.2,240.6,21.8,55.5,991.3,0.0
2021/2/14 11:00,0.4,237.9,22.5,55.4,1009.1,0.0
2021/2/14 11:15,0.4,242.7,22.5,54.9,999.8,0.200988
2021/2/14 11:30,0.6,237.3,22.5,53.6,993.7,0.535968
2021/2/14 11:45,0.8,237.8,23.1,53.4,1007.8,0.602964
2021/2/14 12:00,0.9,233.5,23.0,51.9,997.8,1.00494
2021/2/14 12:15,1.0,231.6,23.1,51.7,993.8,0.133992
2021/2/14 12:30,1.2,233.5,23.5,52.3,1006.5,0.401976
2021/2/14 12:45,1.4,232.1,23.4,52.2,1004.6,1.20593
2021/2/14 13:00,1.5,231.9,23.5,52.2,1003.8,0.602964
2021/2/14 13:15,1.6,226.3,23.2,51.6,992.6,0.736956
2021/2/14 13:30,1.4,231.6,23.4,52.1,1002.5,0.0
2021/2/14 13:45,1.5,235.0,23.5,52.5,1007.8,0.401976
2021/2/14 14:00,1.4,235.1,23.1,51.8,995.4,0.133992
2021/2/14 14:15,1.4,233.8,23.0,51.5,989.6,0.33498
2021/2/14 14:30,1.3,237.7,23.2,51.9,997.6,0.937944
2021/2/14 14:45,1.3,239.2,23.3,52.0,998.8,0.66996
2021/2/14 15:00,1.0,239.3,23.1,51.6,990.9,0.0
2021/2/14 15:15,1.0,239.4,23.4,52.3,1004.0,0.535968
2021/2/14 15:30,0.9,241.7,23.4,52.4,1005.2,0.401976
2021/2/14 15:45,0.6,232.2,23.3,53.3,1003.0,0.33498
2021/2/14 16:00,0.5,235.0,23.3,53.5,1006.7,0.0
2021/2/14 16:15,0.4,214.2,23.0,54.0,998.8,0.0
2021/2/14 16:30,0.4,165.5,22.6,58.8,995.0,0.0
2021/2/14 16:45,0.6,150.0,22.6,61.4,1004.5,0.468972
2021/2/14 17:00,0.8,138.8,21.9,62.5,989.4,0.133992
2021/2/14 17:15,1.1,135.8,21.6,65.4,1004.1,0.133992
2021/2/14 17:30,1.3,129.9,21.1,67.5,1004.8,0.0
2021/2/14 17:45,1.2,181.1,21.0,67.4,1004.3,0.33498
2021/2/14 18:00,1.3,174.3,20.6,66.7,994.0,0.468972
2021/2/14 18:15,1.4,166.9,20.4,68.0,997.7,0.133992
2021/2/14 18:30,1.5,156.1,20.2,69.5,1004.8,0.267984
2021/2/14 18:45,1.7,151.0,19.9,70.5,1004.6,0.133992
2021/2/14 19:00,1.9,147.1,19.6,72.5,1005.6,0.0
2021/2/14 19:15,2.1,147.8,19.3,73.4,1003.2,0.133992
2021/2/14 19:30,2.4,148.8,18.8,74.9,997.6,0.0
2021/2/14 19:45,2.7,147.5,18.3,75.3,989.2,0.0
2021/2/14 20:00,3.1,150.2,18.2,78.1,1000.4,0.33498
2021/2/14 20:15,3.1,152.1,17.8,78.5,993.0,0.468972
2021/2/14 20:30,3.3,159.0,17.8,80.5,1005.4,0.535968
2021/2/14 20:45,3.4,160.5,17.5,81.3,1002.1,0.0
2021/2/14 21:00,3.3,165.2,17.3,82.6,1006.4,2.81383
2021/2/14 21:15,3.6,168.5,16.8,82.3,990.4,6.90059
2021/2/14 21:30,3.4,175.8,16.7,85.4,1003.3,10.3844
2021/2/14 21:45,3.5,178.8,16.2,85.4,992.6,13.2652
2021/2/14 22:00,3.4,181.5,16.3,87.7,1007.1,15.4091
2021/2/14 22:15,3.2,183.2,16.5,86.6,1005.7,19.4958
2021/2/14 22:30,3.3,183.3,16.4,84.7,995.3,21.3047
2021/2/14 22:45,3.1,187.2,16.8,84.5,1005.3,21.6397
2021/2/14 23:00,3.0,185.1,16.7,82.6,994.2,21.1037
2021/2/14 23:15,2.8,187.1,16.8,84.5,1004.8,20.7688
2021/2/14 23:30,2.7,189.8,16.8,84.4,1003.4,22.3767
2021/2/14 23:45,2.6,188.2,16.5,84.6,994.7,21.7737
2021/2/15 0:00,2.5,192.0,16.4,86.0,998.9,18.8929
2021/2/15 0:15,2.5,196.5,16.0,86.8,996.4,14.7391
2021/2/15 0:30,2.5,200.6,15.6,89.7,1007.1,12.3273
2021/2/15 0:45,2.7,201.6,15.0,89.4,992.3,9.37944
2021/2/15 1:00,2.5,205.8,14.8,90.9,998.1,7.57055
2021/2/15 1:15,3.0,207.4,14.7,92.2,1001.1,5.0917
2021/2/15 1:30,2.8,206.0,14.4,92.6,993.3,4.48873
2021/2/15 1:45,2.8,205.1,14.3,93.1,988.6,4.55573
2021/2/15 2:00,3.0,206.9,14.3,93.9,997.3,4.42174
2021/2/15 2:15,2.9,205.2,14.3,93.2,989.2,4.01976
2021/2/15 2:30,2.8,206.3,14.3,93.2,989.7,3.68478
2021/2/15 2:45,2.8,209.4,14.6,94.6,1004.7,3.95276
2021/2/15 3:00,2.9,206.4,14.5,93.3,990.5,4.35474
2021/2/15 3:15,2.8,206.0,14.6,92.1,988.4,3.48379
2021/2/15 3:30,2.7,205.5,14.8,92.8,995.7,2.07688
2021/2/15 3:45,2.6,204.6,14.9,92.3,1001.0,1.6079
2021/2/15 4:00,2.5,202.3,15.0,92.2,999.7,1.07194
2021/2/15 4:15,2.4,199.0,14.9,90.6,993.1,0.803952
2021/2/15 4:30,2.2,194.4,15.0,90.3,989.9,0.0
2021/2/15 4:45,2.2,192.1,15.0,89.6,993.2,0.0
2021/2/15 5:00,2.2,188.1,15.0,90.0,998.3,0.0
2021/2/15 5:15,2.3,183.1,14.8,91.0,998.4,0.0
2021/2/15 5:30,2.1,180.1,14.7,91.0,999.5,0.0
2021/2/15 5:45,1.9,172.5,14.5,88.2,989.5,0.0
2021/2/15 6:00,2.0,168.4,14.7,89.7,1006.4,0.0
2021/2/15 6:15,2.0,164.4,14.6,89.7,994.4,0.0
2021/2/15 6:30,2.1,158.5,14.7,89.1,989.4,0.0
2021/2/15 6:45,2.4,157.0,14.8,90.4,992.5,1.13893
2021/2/15 7:00,2.3,156.1,15.2,90.0,999.4,1.6749
2021/2/15 7:15,2.1,153.2,15.9,87.7,1007.1,1.6749
2021/2/15 7:30,2.3,150.8,16.3,84.9,998.7,1.80889
2021/2/15 7:45,2.1,147.0,16.9,82.0,1000.0,2.88083
2021/2/15 8:00,2.2,147.7,17.6,80.4,1004.8,4.15375
