date,fact_v,fact_d,fact_t,fact_w,fact_p,OT
2021/8/1 4:30,1.6,161.5,26.4,97.9,993.2,6.0509
2021/8/1 4:45,2.0,169.4,26.3,98.8,992.3,9.0834
2021/8/1 5:00,2.4,174.8,26.0,97.9,982.6,16.5141
2021/8/1 5:15,3.0,178.2,25.5,97.0,974.3,14.3695
2021/8/1 5:30,3.3,181.3,25.6,97.6,980.2,22.1118
2021/8/1 5:45,3.4,185.6,25.3,97.3,976.6,24.068
2021/8/1 6:00,3.8,189.4,25.5,98.2,986.2,21.6374
2021/8/1 6:15,3.5,195.4,25.5,98.7,990.9,18.7739
2021/8/1 6:30,2.9,203.0,25.7,98.0,993.8,16.8441
2021/8/1 6:45,2.4,210.0,25.2,96.1,974.8,15.7731
2021/8/1 7:00,1.9,230.6,25.7,96.7,990.8,10.9243
2021/8/1 7:15,3.3,90.3,25.2,98.4,988.8,6.8842
2021/8/1 7:30,2.7,99.7,25.4,97.7,992.1,10.3022
2021/8/1 7:45,2.5,112.6,25.1,96.7,981.8,21.1807
2021/8/1 8:00,2.2,128.1,25.1,95.3,978.2,22.0546
2021/8/1 8:15,1.9,132.3,25.3,95.5,980.0,17.5437
2021/8/1 8:30,1.2,118.0,25.7,96.8,993.7,21.773
2021/8/1 8:45,0.7,90.0,25.7,95.0,985.4,21.9067
2021/8/1 9:00,0.8,30.0,25.8,94.9,984.4,2.1155
2021/8/1 9:15,1.1,24.0,25.9,95.1,985.6,0.7762
2021/8/1 9:30,0.9,41.1,26.0,95.3,987.9,0.5878
2021/8/1 9:45,1.0,66.3,25.9,95.4,988.9,0.6002
2021/8/1 10:00,1.2,80.3,25.9,95.4,989.3,0.5544
2021/8/1 10:15,1.3,85.6,26.0,95.7,992.4,0.5729
2021/8/1 10:30,1.1,84.5,25.8,94.5,979.5,0.5482
2021/8/1 10:45,1.0,83.7,25.9,93.7,981.9,0.5298
2021/8/1 11:00,0.9,83.2,25.8,93.1,975.5,0.521
2021/8/1 11:15,1.0,78.9,26.2,93.9,984.1,0.4409
2021/8/1 11:30,1.3,70.6,26.6,93.8,993.2,0.5166
2021/8/1 11:45,1.3,67.6,26.7,92.9,994.1,0.4902
2021/8/1 12:00,1.6,62.5,26.9,91.7,993.0,0.5588
2021/8/1 12:15,1.6,59.4,26.5,89.2,975.7,1.9677
2021/8/1 12:30,1.6,58.2,27.0,90.2,987.6,7.9015
2021/8/1 12:45,1.5,53.2,27.1,90.3,987.8,8.0406
2021/8/1 13:00,1.4,50.9,27.0,89.8,981.6,3.6168
2021/8/1 13:15,1.5,44.9,27.2,89.9,982.8,1.2918
2021/8/1 13:30,1.7,37.8,27.3,88.6,979.7,0.865
2021/8/1 13:45,2.0,31.8,27.5,87.4,977.6,0.6142
2021/8/1 14:00,2.3,28.1,28.0,87.4,988.5,0.535
2021/8/1 14:15,2.5,29.0,28.1,86.1,985.1,0.4937
2021/8/1 14:30,2.4,31.1,28.4,85.2,986.2,0.6081
2021/8/1 14:45,2.4,33.8,28.4,83.5,977.1,0.4638
2021/8/1 15:00,2.5,35.8,28.6,82.6,977.8,0.6547
2021/8/1 15:15,2.5,38.0,29.0,83.0,982.5,0.697
2021/8/1 15:30,2.6,37.1,29.2,82.3,986.4,0.6107
2021/8/1 15:45,2.6,37.3,29.6,81.7,992.0,0.5614
2021/8/1 16:00,2.7,36.1,29.5,80.3,986.2,0.4998
2021/8/1 16:15,2.7,35.8,29.4,79.7,978.9,0.5412
2021/8/1 16:30,2.6,37.0,29.5,80.0,983.3,0.5324
2021/8/1 16:45,2.7,40.2,29.8,79.4,987.5,0.5298
2021/8/1 17:00,2.6,41.8,29.5,78.6,977.1,0.513
2021/8/1 17:15,2.3,45.3,29.8,79.5,988.0,0.5817
2021/8/1 17:30,2.2,52.8,29.4,79.7,978.8,0.5386
2021/8/1 17:45,2.1,60.2,29.6,80.3,986.8,0.2754
2021/8/1 18:00,2.0,69.0,29.4,81.0,982.5,0.2182
2021/8/1 18:15,1.9,78.4,29.4,82.4,987.4,0.3731
2021/8/1 18:30,2.2,89.4,28.9,82.4,976.5,0.6934
2021/8/1 18:45,2.1,94.2,28.7,84.3,974.8,0.733
2021/8/1 19:00,0.9,322.5,26.9,85.6,979.5,0.6846
2021/8/1 19:15,1.1,314.0,26.7,86.7,980.7,0.7181
2021/8/1 19:30,1.1,309.7,26.6,87.6,979.8,0.3282
2021/8/1 19:45,1.2,311.6,26.5,88.9,982.6,1.8955
2021/8/1 20:00,1.4,309.3,26.4,90.1,984.9,5.1999
2021/8/1 20:15,1.4,311.0,26.5,90.6,990.5,5.3574
2021/8/1 20:30,1.2,305.1,26.0,90.2,974.9,4.5575
2021/8/1 20:45,1.1,302.5,26.1,90.5,980.1,3.8025
2021/8/1 21:00,1.0,300.0,25.9,91.4,978.4,3.5402
2021/8/1 21:15,1.0,300.0,25.9,91.4,978.6,1.6887
2021/8/1 21:30,0.9,309.8,25.9,91.6,981.1,1.6729
2021/8/1 21:45,1.0,321.4,26.2,93.7,992.6,2.8019
2021/8/1 22:00,1.0,327.4,25.9,92.8,983.1,2.6602
2021/8/1 22:15,0.9,316.4,25.7,92.2,976.9,2.6224
2021/8/1 22:30,1.0,300.6,25.9,93.5,990.4,4.4519
2021/8/1 22:45,1.3,285.4,25.8,94.4,990.7,6.879
2021/8/1 23:00,1.6,273.9,25.6,94.0,985.6,7.0286
2021/8/1 23:15,1.7,271.8,25.8,94.6,992.7,7.0743
2021/8/1 23:30,2.1,271.5,25.6,94.5,991.6,4.0973
2021/8/1 23:45,2.3,266.3,25.3,94.8,982.6,1.5998
2021/8/2 0:00,2.5,263.6,25.2,94.5,979.6,1.8049
2021/8/2 0:15,2.8,267.4,25.3,95.5,990.3,4.5109
2021/8/2 0:30,2.5,267.5,25.0,94.8,983.0,3.2877
2021/8/2 0:45,2.6,268.5,25.1,95.2,986.9,3.4443
2021/8/2 1:00,2.5,270.5,25.0,95.2,986.7,4.6288
2021/8/2 1:15,2.6,270.1,24.8,94.3,978.2,4.5795
2021/8/2 1:30,2.7,277.4,24.9,94.5,979.3,3.6106
2021/8/2 1:45,2.9,285.1,25.0,94.0,984.4,1.8216
2021/8/2 2:00,3.1,289.8,25.0,93.9,983.2,1.7688
2021/8/2 2:15,3.3,296.7,25.1,94.5,989.7,2.64
2021/8/2 2:30,3.1,299.8,25.2,94.9,993.2,0.7867
2021/8/2 2:45,3.1,302.5,25.2,94.8,992.2,0.0273
2021/8/2 3:00,3.2,305.6,25.2,94.8,992.3,0.1918
2021/8/2 3:15,2.8,300.9,24.8,93.3,977.1,0.7674
2021/8/2 3:30,2.6,301.5,25.0,93.8,982.3,0.7806
2021/8/2 3:45,2.4,297.6,25.1,95.2,986.0,0.7207
2021/8/2 4:00,2.2,291.5,24.8,94.2,975.7,0.4242
2021/8/2 4:15,1.7,293.2,25.2,95.7,991.3,0.4726
2021/8/2 4:30,1.5,282.9,25.0,95.3,987.1,0.6054
2021/8/2 4:45,1.2,272.3,25.1,96.8,992.5,0.601
2021/8/2 5:00,1.0,253.2,24.9,96.5,988.8,0.4902
2021/8/2 5:15,0.8,247.3,24.8,96.1,985.2,0.425
2021/8/2 5:30,0.4,253.9,24.5,95.2,975.8,0.5958
2021/8/2 5:45,0.1,312.7,24.4,96.3,976.7,0.183
2021/8/2 6:00,0.4,34.2,24.6,97.4,988.5,0.3318
2021/8/2 6:15,0.6,38.7,24.3,96.2,975.8,0.5025
2021/8/2 6:30,0.8,45.3,24.6,97.6,989.8,0.6063
2021/8/2 6:45,1.2,49.1,24.6,97.2,985.7,0.2605
2021/8/2 7:00,1.4,51.0,24.6,96.9,983.3,0.521
2021/8/2 7:15,0.3,312.3,24.8,96.2,975.6,0.4699
2021/8/2 7:30,0.7,341.4,25.1,95.8,982.1,0.6785
2021/8/2 7:45,1.0,355.1,25.4,96.3,988.1,0.6239
2021/8/2 8:00,1.3,353.8,25.2,94.4,979.1,0.0546
2021/8/2 8:15,1.5,358.7,25.9,94.7,992.5,0.9372
2021/8/2 8:30,1.6,0.0,25.8,92.2,976.8,0.227
2021/8/2 8:45,1.7,0.0,26.2,90.7,982.1,0.0185
2021/8/2 9:00,1.7,4.0,26.8,90.7,992.9,1.1739
2021/8/2 9:15,1.6,7.0,26.8,87.9,983.5,0.8976
2021/8/2 9:30,1.6,11.0,27.1,86.9,984.0,0.2464
2021/8/2 9:45,2.0,16.0,27.4,84.9,983.9,0.0748
2021/8/2 10:00,1.8,19.2,27.9,84.8,993.8,0.6362
2021/8/2 10:15,2.2,23.8,27.6,82.2,975.9,0.4013
2021/8/2 10:30,2.4,27.1,28.1,83.4,990.0,0.3256
2021/8/2 10:45,2.7,27.1,28.3,82.2,987.2,0.1232
2021/8/2 11:00,2.9,28.3,28.6,82.8,994.5,0.44
2021/8/2 11:15,3.2,29.9,28.4,81.6,980.2,0.7207
2021/8/2 11:30,3.3,31.0,28.8,81.0,985.1,0.2842
2021/8/2 11:45,3.5,31.3,29.2,80.7,993.0,0.3529
2021/8/2 12:00,3.6,32.2,29.5,79.4,990.1,0.4506
2021/8/2 12:15,3.8,33.1,29.6,78.2,987.1,0.2552
2021/8/2 12:30,3.3,34.2,29.9,77.4,990.3,0.1707
2021/8/2 12:45,3.2,34.0,29.9,76.1,985.1,0.3318
2021/8/2 13:00,3.0,35.3,30.3,75.6,992.2,0.1971
2021/8/2 13:15,2.8,37.2,30.5,75.4,989.5,0.3863
2021/8/2 13:30,2.6,37.8,30.3,73.5,977.6,0.4866
2021/8/2 13:45,2.3,38.0,30.8,73.0,983.8,0.5535
2021/8/2 14:00,2.3,38.8,30.8,71.6,979.1,0.6169
2021/8/2 14:15,2.1,41.3,31.3,72.6,991.7,0.5606
2021/8/2 14:30,2.0,39.4,31.5,72.7,993.0,0.4875
2021/8/2 14:45,1.9,41.0,31.2,72.1,984.2,0.0422
2021/8/2 15:00,1.8,37.8,31.1,71.5,976.6,0.1258
2021/8/2 15:15,1.9,43.3,31.3,73.4,989.0,1.3385
2021/8/2 15:30,1.9,55.9,30.6,74.8,980.8,0.11
2021/8/2 15:45,1.9,67.9,30.3,75.8,981.0,0.6846
2021/8/2 16:00,1.4,42.1,31.7,70.2,985.6,0.6503
2021/8/2 16:15,1.4,42.0,31.6,70.0,982.8,0.4972
2021/8/2 16:30,1.4,45.3,31.9,70.5,990.4,0.6195
2021/8/2 16:45,1.2,45.4,32.0,70.6,991.3,0.0343
2021/8/2 17:00,1.2,48.8,31.7,69.7,978.4,1.7139333333333333
2021/8/2 17:15,1.2,59.3,31.8,71.3,987.7,3.3935666666666666
2021/8/2 17:30,1.4,73.4,31.5,73.4,987.8,5.0732
2021/8/2 17:45,1.7,82.8,30.8,74.8,981.0,0.0238
2021/8/2 18:00,2.1,89.9,30.6,76.9,982.3,9.2585
2021/8/2 18:15,2.1,96.8,30.5,79.6,991.1,7.9684
2021/8/2 18:30,1.8,106.8,30.2,81.6,990.3,0.5597
2021/8/2 18:45,1.8,120.5,29.6,83.7,979.2,8.0494
2021/8/2 19:00,1.8,134.5,29.3,85.7,979.1,10.0241
2021/8/2 19:15,1.8,145.6,28.9,87.7,980.2,5.933
2021/8/2 19:30,1.8,157.2,28.9,89.7,990.5,9.0895
2021/8/2 19:45,2.0,164.6,28.4,91.3,987.8,6.4979
2021/8/2 20:00,2.0,174.7,28.1,92.4,988.1,8.3618
2021/8/2 20:15,2.1,178.4,27.6,92.2,975.2,7.0224
2021/8/2 20:30,2.0,183.2,27.7,93.1,984.8,12.5497
2021/8/2 20:45,1.8,193.6,27.7,93.3,988.1,8.9566
2021/8/2 21:00,1.9,198.0,27.4,92.5,979.9,3.6027
2021/8/2 21:15,2.1,205.4,27.2,92.3,977.3,0.381
2021/8/2 21:30,2.6,212.5,27.3,93.2,987.1,0.4189
2021/8/2 21:45,3.2,216.6,27.0,94.3,988.9,1.7838
2021/8/2 22:00,3.9,217.4,26.6,93.7,983.3,7.4237
2021/8/2 22:15,3.8,223.5,26.4,93.4,979.4,7.003
2021/8/2 22:30,3.8,237.4,26.4,93.7,983.4,4.7388
2021/8/2 22:45,3.9,255.3,26.6,95.9,994.9,4.5698
2021/8/2 23:00,4.1,263.3,26.2,94.7,983.4,5.8018
2021/8/2 23:15,4.4,271.0,26.3,95.0,985.8,1.9958
2021/8/2 23:30,4.4,276.1,26.4,95.4,990.0,8.0379
2021/8/2 23:45,4.4,277.5,26.1,93.5,979.6,11.939
2021/8/3 0:00,4.8,283.1,26.2,94.0,985.4,18.8012
2021/8/3 0:15,4.7,287.1,26.3,94.4,988.8,26.7652
2021/8/3 0:30,4.8,288.0,25.9,93.3,978.2,23.1854
2021/8/3 0:45,4.8,295.8,26.3,94.6,991.2,26.7282
2021/8/3 1:00,4.9,298.2,26.0,94.1,985.6,30.881
2021/8/3 1:15,4.8,300.1,26.1,94.3,988.6,39.3131
2021/8/3 1:30,5.1,296.0,25.8,93.4,978.3,50.2374
2021/8/3 1:45,4.8,296.2,25.9,93.1,984.7,52.1233
2021/8/3 2:00,4.9,294.4,25.9,93.1,985.4,32.3638
2021/8/3 2:15,5.3,295.4,26.0,93.4,988.6,28.2295
2021/8/3 2:30,5.2,294.8,25.9,91.9,983.2,28.2295
2021/8/3 2:45,5.6,293.9,26.0,92.0,983.8,16.7033
2021/8/3 3:00,5.4,295.8,26.1,91.2,986.6,13.3408
2021/8/3 3:15,5.7,295.2,25.9,90.7,981.2,30.2702
2021/8/3 3:30,5.5,298.8,25.8,91.6,980.0,15.9878
2021/8/3 3:45,5.4,301.3,25.8,91.5,978.3,12.3086
2021/8/3 4:00,5.2,309.4,26.0,93.7,991.7,18.6463
2021/8/3 4:15,4.7,316.0,26.0,93.9,993.4,10.0804
2021/8/3 4:30,4.6,318.7,25.6,92.6,979.9,24.9524
2021/8/3 4:45,4.2,328.1,25.8,94.6,990.3,12.2584
2021/8/3 5:00,4.0,336.7,25.6,94.5,989.1,42.8428
2021/8/3 5:15,3.9,344.8,25.6,94.5,989.2,58.9855
2021/8/3 5:30,4.0,345.5,25.4,93.6,979.8,50.8323
2021/8/3 5:45,3.9,351.8,25.4,93.9,983.4,28.5754
2021/8/3 6:00,4.0,358.0,25.5,94.3,986.8,23.5743
2021/8/3 6:15,3.9,0.0,25.7,94.8,992.2,5.8599
2021/8/3 6:30,3.9,0.0,25.7,92.7,980.3,3.5526
2021/8/3 6:45,4.0,0.0,26.2,92.6,991.7,0.1892
2021/8/3 7:00,3.7,304.0,25.9,89.1,975.5,0.1206
2021/8/3 7:15,3.5,307.3,26.4,89.8,982.9,0.0211
2021/8/3 7:30,3.2,308.3,26.8,88.8,982.8,0.909
2021/8/3 7:45,3.0,305.3,27.1,87.2,976.4,1.3772
2021/8/3 8:00,2.8,310.0,27.8,87.3,988.1,1.5171
2021/8/3 8:15,2.6,310.6,28.2,86.2,986.9,3.3405
2021/8/3 8:30,2.3,310.6,28.3,84.4,977.5,1.3869
2021/8/3 8:45,2.0,316.0,28.8,83.7,981.8,7.7352
2021/8/3 9:00,1.7,323.9,29.5,83.5,990.7,4.2557
2021/8/3 9:15,1.8,330.8,29.8,82.2,987.5,3.3018
2021/8/3 9:30,1.7,337.4,30.0,80.8,983.2,5.1022
2021/8/3 9:45,1.7,341.8,30.3,79.7,981.5,8.8695
2021/8/3 10:00,1.8,349.2,30.7,78.8,982.6,8.7419
2021/8/3 10:15,1.9,353.2,31.1,76.8,982.7,7.1975
2021/8/3 10:30,2.3,352.8,31.3,74.5,978.9,7.1782
2021/8/3 10:45,2.6,358.5,32.2,74.7,994.7,12.4555
2021/8/3 11:00,3.0,353.1,31.9,71.4,977.0,7.2063
2021/8/3 11:15,3.1,358.8,32.6,70.2,987.1,2.7482
2021/8/3 11:30,3.4,0.0,32.5,68.6,979.3,1.9342
2021/8/3 11:45,3.5,2.0,33.0,68.0,985.2,0.1399
2021/8/3 12:00,3.8,5.0,32.9,66.4,976.1,0.6741
2021/8/3 12:15,4.0,6.0,33.3,65.9,983.4,0.55
2021/8/3 12:30,3.8,6.0,33.7,66.4,991.5,0.5333
2021/8/3 12:45,4.0,8.1,33.8,66.5,991.3,0.5078
2021/8/3 13:00,3.9,8.0,33.6,65.9,982.5,0.4752
2021/8/3 13:15,3.9,8.0,33.7,65.7,980.1,0.5104
2021/8/3 13:30,3.7,6.0,33.9,65.0,983.7,0.565
2021/8/3 13:45,3.8,5.0,34.0,65.0,984.1,0.2332
2021/8/3 14:00,3.8,3.0,34.0,63.8,980.7,0.5122
2021/8/3 14:15,3.8,5.0,34.4,64.5,992.2,0.587
2021/8/3 14:30,3.8,6.0,34.3,63.4,989.8,0.6318
2021/8/3 14:45,3.7,7.9,34.0,61.6,976.3,0.5403
2021/8/3 15:00,3.9,10.0,34.1,60.8,980.1,0.8738
2021/8/3 15:15,3.6,9.9,34.0,60.6,976.4,0.9029
2021/8/3 15:30,3.6,9.9,33.9,60.4,973.4,2.2106
2021/8/3 15:45,3.7,12.0,34.1,60.9,981.5,0.6776
2021/8/3 16:00,3.4,12.0,34.3,61.1,984.6,0.0906
2021/8/3 16:15,3.3,12.0,34.3,61.2,985.6,0.5104
2021/8/3 16:30,3.5,11.9,33.9,61.6,977.4,0.4884
2021/8/3 16:45,3.3,10.9,33.7,62.4,973.6,0.5694
2021/8/3 17:00,3.4,11.1,34.2,64.6,991.7,0.1769
2021/8/3 17:15,3.5,11.0,33.7,63.9,981.1,0.6283
2021/8/3 17:30,2.9,10.1,34.0,65.6,992.6,0.572
2021/8/3 17:45,2.6,9.0,33.5,65.9,981.4,0.5359
2021/8/3 18:00,2.3,8.0,33.4,66.7,979.1,0.5245
2021/8/3 18:15,2.0,9.0,33.4,68.1,984.4,0.5579
2021/8/3 18:30,1.9,9.0,33.2,70.1,984.8,0.4937
2021/8/3 18:45,1.7,11.1,33.2,71.7,993.2,0.6538
2021/8/3 19:00,1.4,12.1,32.9,73.6,992.2,0.645
2021/8/3 19:15,2.0,274.3,30.3,84.5,978.0,0.6996
2021/8/3 19:30,2.2,273.2,30.1,86.1,984.9,0.6274
2021/8/3 19:45,2.4,267.6,29.5,86.2,976.1,0.6327
2021/8/3 20:00,2.7,269.4,29.3,87.8,982.9,1.283
2021/8/3 20:15,2.8,265.4,28.8,87.1,975.3,33.2138
2021/8/3 20:30,2.9,272.3,29.3,88.8,993.5,15.3375
2021/8/3 20:45,3.4,271.3,28.7,88.8,983.6,9.1714
2021/8/3 21:00,3.6,272.8,28.7,89.0,985.4,4.6825
2021/8/3 21:15,3.9,272.3,28.5,88.8,983.5,7.8681
2021/8/3 21:30,4.1,277.4,28.8,89.8,994.5,5.7851
2021/8/3 21:45,4.3,273.7,28.6,88.9,984.9,1.8339
2021/8/3 22:00,4.5,274.5,28.4,88.5,980.7,4.671
2021/8/3 22:15,4.7,274.6,28.6,88.9,984.6,4.4563
2021/8/3 22:30,4.7,272.5,28.2,89.2,977.1,6.8367
2021/8/3 22:45,4.9,274.5,28.3,89.5,981.7,9.8076
2021/8/3 23:00,4.6,275.2,28.3,90.7,984.2,10.4509
2021/8/3 23:15,5.0,276.1,28.3,90.7,984.0,7.2151
2021/8/3 23:30,5.3,282.3,28.6,91.8,995.2,7.5486
2021/8/3 23:45,5.5,284.8,28.6,91.6,992.4,13.3971
2021/8/4 0:00,5.4,287.0,28.5,91.3,989.3,13.0601
2021/8/4 0:15,5.9,289.2,28.5,91.4,990.1,15.6719
2021/8/4 0:30,5.6,290.7,28.6,91.5,991.7,24.0882
2021/8/4 0:45,5.8,290.1,28.3,90.0,986.3,20.7601
2021/8/4 1:00,6.1,288.1,28.0,89.1,976.2,22.1698
2021/8/4 1:15,5.9,293.7,28.6,90.8,995.1,15.8453
2021/8/4 1:30,5.8,291.2,28.1,89.8,983.4,16.3266
2021/8/4 1:45,5.9,289.5,27.9,89.2,976.4,17.6722
2021/8/4 2:00,6.4,295.2,28.2,90.7,992.5,15.9905
2021/8/4 2:15,5.8,294.0,28.1,90.3,988.3,14.4294
2021/8/4 2:30,5.9,295.8,28.0,91.3,987.8,8.8801
2021/8/4 2:45,5.3,296.5,27.9,91.4,989.8,10.4667
2021/8/4 3:00,4.9,294.9,27.5,91.4,978.2,15.5373
2021/8/4 3:15,4.9,304.7,27.9,92.8,993.9,11.9671
2021/8/4 3:30,5.1,313.2,27.8,91.6,992.0,15.2214
2021/8/4 3:45,5.7,318.7,27.7,89.9,984.2,14.2481
2021/8/4 4:00,6.0,326.0,27.7,89.0,984.9,16.7332
2021/8/4 4:15,5.8,330.2,27.8,88.6,991.5,28.431
2021/8/4 4:30,4.7,329.4,27.6,89.6,992.2,23.694
2021/8/4 4:45,3.8,323.2,27.0,89.8,982.6,22.7498
2021/8/4 5:00,3.0,322.7,27.1,91.8,993.4,18.4272
2021/8/4 5:15,2.6,311.4,26.7,90.8,983.1,23.628
2021/8/4 5:30,2.9,300.2,26.6,91.8,982.4,29.7176
2021/8/4 5:45,3.0,291.0,26.6,93.0,986.0,29.7977
2021/8/4 6:00,3.3,280.9,26.3,93.3,978.6,24.7922
2021/8/4 6:15,3.7,280.0,26.3,93.3,979.0,21.406
2021/8/4 6:30,3.7,286.8,26.7,94.3,988.9,15.9324
2021/8/4 6:45,4.1,292.7,27.0,93.9,995.3,17.7751
2021/8/4 7:00,4.5,295.5,27.0,93.8,994.2,20.0438
2021/8/4 7:15,5.9,307.0,26.9,83.2,976.3,17.717
2021/8/4 7:30,6.2,310.7,27.5,82.9,985.0,10.2326
2021/8/4 7:45,6.0,311.4,27.8,82.1,987.3,4.9482
2021/8/4 8:00,6.2,313.0,28.2,81.3,989.2,3.3114
2021/8/4 8:15,5.6,316.8,28.8,80.7,994.7,8.9927
2021/8/4 8:30,5.3,317.2,29.0,79.3,989.7,7.1359
2021/8/4 8:45,5.1,317.5,29.3,78.1,987.6,5.6751
2021/8/4 9:00,4.7,318.5,29.7,76.9,984.6,4.8083
2021/8/4 9:15,4.8,323.1,30.0,74.8,983.4,3.0668
2021/8/4 9:30,4.6,330.0,30.4,72.8,983.1,4.2935
2021/8/4 9:45,4.5,338.5,30.8,70.9,984.7,5.5422
2021/8/4 10:00,4.4,347.3,31.3,69.3,989.8,4.2064
2021/8/4 10:15,4.6,349.1,31.3,67.6,980.5,4.7054
2021/8/4 10:30,4.9,354.1,31.7,67.0,986.4,5.7499
2021/8/4 10:45,4.9,356.6,31.8,65.7,982.1,6.8816
2021/8/4 11:00,5.2,0.0,32.3,65.3,991.1,6.5842
2021/8/4 11:15,5.2,0.0,32.5,64.5,993.5,5.104
2021/8/4 11:30,5.0,0.0,32.5,63.0,985.4,7.7308
2021/8/4 11:45,5.1,357.0,32.5,62.6,979.5,9.262
2021/8/4 12:00,5.4,354.8,32.6,61.4,976.2,8.2148
2021/8/4 12:15,5.0,355.8,33.0,61.8,981.6,9.7662
2021/8/4 12:30,4.9,358.4,33.5,62.6,994.5,10.0619
2021/8/4 12:45,5.1,354.8,33.4,61.1,987.3,7.0462
2021/8/4 13:00,5.2,352.2,33.3,60.9,982.8,8.1708
2021/8/4 13:15,4.7,353.9,33.8,61.5,993.2,7.3638
2021/8/4 13:30,4.5,347.2,33.5,60.9,982.8,4.9905
2021/8/4 13:45,4.5,345.0,33.6,59.8,981.1,3.4522
2021/8/4 14:00,4.3,343.4,33.9,60.2,988.0,1.276
2021/8/4 14:15,4.1,339.5,33.8,59.9,982.6,1.5946
2021/8/4 14:30,3.8,339.1,34.0,60.2,987.1,1.4062
2021/8/4 14:45,3.6,333.9,33.9,59.8,979.7,0.8589
2021/8/4 15:00,3.7,332.8,34.1,60.0,982.4,1.3772
2021/8/4 15:15,3.6,330.7,34.1,59.9,982.1,1.2346
2021/8/4 15:30,3.3,328.4,33.7,59.5,975.3,0.5007
2021/8/4 15:45,3.0,331.7,34.2,61.5,990.1,0.5447
2021/8/4 16:00,2.7,327.6,33.7,60.7,978.0,0.4699
2021/8/4 16:15,2.8,321.2,33.3,61.5,973.6,0.6591
2021/8/4 16:30,2.6,321.8,33.6,63.4,987.5,0.5782
2021/8/4 16:45,2.6,315.3,33.1,63.6,976.6,0.5711
2021/8/4 17:00,2.6,314.4,33.4,65.5,989.6,0.726
2021/8/4 17:15,2.6,307.6,33.1,66.3,987.0,0.5007
2021/8/4 17:30,2.7,298.2,32.7,68.3,985.9,1.1968
2021/8/4 17:45,2.8,290.8,32.4,71.2,985.5,0.2156
2021/8/4 18:00,3.0,280.5,31.8,72.6,977.7,0.0757
2021/8/4 18:15,3.0,278.3,31.7,74.8,980.6,0.1848
2021/8/4 18:30,3.1,280.6,31.7,77.4,988.5,0.66
2021/8/4 18:45,3.3,278.2,31.1,77.8,980.2,1.6438
2021/8/4 19:00,3.3,279.1,30.9,80.0,983.3,3.5842
2021/8/4 19:15,3.8,263.8,30.6,82.6,990.8,6.0245
2021/8/4 19:30,4.2,263.7,30.1,81.9,982.8,8.0414
2021/8/4 19:45,4.2,267.8,30.1,83.6,990.6,6.6273
2021/8/4 20:00,4.0,267.8,29.7,83.2,986.9,7.3242
2021/8/4 20:15,4.0,268.0,29.4,82.7,980.3,9.5762
2021/8/4 20:30,4.5,267.8,29.5,83.2,986.8,8.6398
2021/8/4 20:45,4.4,267.0,29.4,83.3,988.8,11.6178
2021/8/4 21:00,4.5,263.9,29.1,82.7,981.1,13.669
2021/8/4 21:15,4.5,262.7,28.9,82.3,976.6,14.9618
2021/8/4 21:30,4.9,262.0,28.9,82.4,977.7,14.2622
2021/8/4 21:45,5.0,262.5,28.8,82.5,979.3,12.027
2021/8/4 22:00,5.1,260.6,28.7,82.2,976.1,13.3179
2021/8/4 22:15,5.1,262.6,28.9,82.9,983.6,17.7505
2021/8/4 22:30,5.2,266.6,29.1,84.8,994.7,23.254
2021/8/4 22:45,5.2,265.2,28.7,84.1,986.7,22.6248
2021/8/4 23:00,5.6,266.8,28.7,85.2,988.9,22.139
2021/8/4 23:15,5.7,265.0,28.4,84.7,982.3,26.2953
2021/8/4 23:30,5.7,266.0,28.4,84.7,982.4,32.9358
2021/8/4 23:45,6.2,269.2,28.5,85.4,989.3,27.4349
2021/8/5 0:00,6.1,266.6,28.1,84.2,976.1,30.0925
2021/8/5 0:15,6.1,268.6,28.4,84.9,983.4,33.0634
2021/8/5 0:30,6.1,268.2,28.2,84.4,978.6,30.206
2021/8/5 0:45,6.3,269.5,28.1,84.5,979.7,33.7999
2021/8/5 1:00,6.9,269.5,28.0,84.2,975.9,36.8051
2021/8/5 1:15,7.0,274.5,28.5,85.5,990.6,42.995
2021/8/5 1:30,7.0,276.5,28.5,85.8,994.2,41.4656
2021/8/5 1:45,6.6,271.3,27.9,84.2,974.3,44.5843
2021/8/5 2:00,6.9,274.5,28.1,84.9,982.4,42.8789
2021/8/5 2:15,6.6,274.8,28.0,84.6,979.7,37.5989
2021/8/5 2:30,6.9,276.6,28.2,85.2,986.3,31.8217
2021/8/5 2:45,6.6,275.4,28.0,84.1,985.5,27.5827
2021/8/5 3:00,6.6,273.1,27.8,83.4,977.2,22.3027
2021/8/5 3:15,6.7,274.1,27.9,83.7,980.8,15.5355
2021/8/5 3:30,6.7,273.4,27.6,83.2,974.8,4.7564
2021/8/5 3:45,6.7,274.3,27.6,84.2,973.6,1.8198
2021/8/5 4:00,6.2,277.6,27.8,84.9,981.4,4.1967
2021/8/5 4:15,6.6,278.4,27.8,85.1,984.3,2.1894
2021/8/5 4:30,6.5,277.5,27.6,84.6,977.8,1.6069
2021/8/5 4:45,6.2,279.2,27.5,85.7,980.0,0.2253
2021/8/5 5:00,6.2,279.0,27.3,85.4,976.1,0.7366
2021/8/5 5:15,6.2,278.9,27.2,85.3,975.5,0.8782
2021/8/5 5:30,5.6,277.9,27.1,86.3,975.6,0.3538
